<http://line.me/en/>;rel="original"
,<http://web.archive.org/web/20150813222449/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 22:24:49 GMT"
,<http://web.archive.org/web/20150813222451/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 22:24:51 GMT"
,<http://web.archive.org/web/20150813223946/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 22:39:46 GMT"
,<http://web.archive.org/web/20150813223947/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 22:39:47 GMT"
,<http://web.archive.org/web/20150813224830/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 22:48:30 GMT"
,<http://web.archive.org/web/20150813224832/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 22:48:32 GMT"
,<http://web.archive.org/web/20150813225520/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 22:55:20 GMT"
,<http://web.archive.org/web/20150813225521/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 22:55:21 GMT"
,<http://web.archive.org/web/20150813225703/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 22:57:03 GMT"
,<http://web.archive.org/web/20150813225704/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 22:57:04 GMT"
,<http://web.archive.org/web/20150813231214/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 23:12:14 GMT"
,<http://web.archive.org/web/20150813231216/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 23:12:16 GMT"
,<http://web.archive.org/web/20150813231901/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 23:19:01 GMT"
,<http://web.archive.org/web/20150813231904/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 23:19:04 GMT"
,<http://web.archive.org/web/20150813235538/http://line.me/en>;rel="memento"; datetime="Thu, 13 Aug 2015 23:55:38 GMT"
,<http://web.archive.org/web/20150813235539/http://line.me/en/>;rel="memento"; datetime="Thu, 13 Aug 2015 23:55:39 GMT"
,<http://web.archive.org/web/20150814001220/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 00:12:20 GMT"
,<http://web.archive.org/web/20150814001221/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 00:12:21 GMT"
,<http://web.archive.org/web/20150814002853/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 00:28:53 GMT"
,<http://web.archive.org/web/20150814002855/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 00:28:55 GMT"
,<http://web.archive.org/web/20150814005409/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 00:54:09 GMT"
,<http://web.archive.org/web/20150814005410/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 00:54:10 GMT"
,<http://web.archive.org/web/20150814011340/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 01:13:40 GMT"
,<http://web.archive.org/web/20150814011342/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 01:13:42 GMT"
,<http://web.archive.org/web/20150814012158/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 01:21:58 GMT"
,<http://web.archive.org/web/20150814012532/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 01:25:32 GMT"
,<http://web.archive.org/web/20150814012537/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 01:25:37 GMT"
,<http://web.archive.org/web/20150814013223/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 01:32:23 GMT"
,<http://web.archive.org/web/20150814013225/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 01:32:25 GMT"
,<http://web.archive.org/web/20150814013354/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 01:33:54 GMT"
,<http://web.archive.org/web/20150814013358/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 01:33:58 GMT"
,<http://web.archive.org/web/20150814023139/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 02:31:39 GMT"
,<http://web.archive.org/web/20150814023140/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 02:31:40 GMT"
,<http://web.archive.org/web/20150814030642/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 03:06:42 GMT"
,<http://web.archive.org/web/20150814030646/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 03:06:46 GMT"
,<http://web.archive.org/web/20150814032857/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 03:28:57 GMT"
,<http://web.archive.org/web/20150814032858/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 03:28:58 GMT"
,<http://web.archive.org/web/20150814035009/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 03:50:09 GMT"
,<http://web.archive.org/web/20150814035010/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 03:50:10 GMT"
,<http://web.archive.org/web/20150814044110/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 04:41:10 GMT"
,<http://web.archive.org/web/20150814044111/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 04:41:11 GMT"
,<http://web.archive.org/web/20150814051508/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 05:15:08 GMT"
,<http://web.archive.org/web/20150814051510/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 05:15:10 GMT"
,<http://web.archive.org/web/20150814062821/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 06:28:21 GMT"
,<http://web.archive.org/web/20150814062822/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 06:28:22 GMT"
,<http://web.archive.org/web/20150814071209/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 07:12:09 GMT"
,<http://web.archive.org/web/20150814071210/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 07:12:10 GMT"
,<http://web.archive.org/web/20150814075123/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 07:51:23 GMT"
,<http://web.archive.org/web/20150814090605/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 09:06:05 GMT"
,<http://web.archive.org/web/20150814090612/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 09:06:12 GMT"
,<http://web.archive.org/web/20150814155445/http://line.me/en>;rel="memento"; datetime="Fri, 14 Aug 2015 15:54:45 GMT"
,<http://web.archive.org/web/20150814155446/http://line.me/en/>;rel="memento"; datetime="Fri, 14 Aug 2015 15:54:46 GMT"
,<http://web.archive.org/web/20150815034401/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 03:44:01 GMT"
,<http://web.archive.org/web/20150815034402/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 03:44:02 GMT"
,<http://web.archive.org/web/20150815043416/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 04:34:16 GMT"
,<http://web.archive.org/web/20150815043418/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 04:34:18 GMT"
,<http://web.archive.org/web/20150815084346/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 08:43:46 GMT"
,<http://web.archive.org/web/20150815084347/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 08:43:47 GMT"
,<http://web.archive.org/web/20150815084528/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 08:45:28 GMT"
,<http://web.archive.org/web/20150815084530/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 08:45:30 GMT"
,<http://web.archive.org/web/20150815100916/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 10:09:16 GMT"
,<http://web.archive.org/web/20150815100918/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 10:09:18 GMT"
,<http://web.archive.org/web/20150815121345/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 12:13:45 GMT"
,<http://web.archive.org/web/20150815125239/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 12:52:39 GMT"
,<http://web.archive.org/web/20150815125243/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 12:52:43 GMT"
,<http://web.archive.org/web/20150815190949/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 19:09:49 GMT"
,<http://web.archive.org/web/20150815190950/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 19:09:50 GMT"
,<http://web.archive.org/web/20150815194541/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 19:45:41 GMT"
,<http://web.archive.org/web/20150815194542/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 19:45:42 GMT"
,<http://web.archive.org/web/20150815202551/http://line.me/en>;rel="memento"; datetime="Sat, 15 Aug 2015 20:25:51 GMT"
,<http://web.archive.org/web/20150815202553/http://line.me/en/>;rel="memento"; datetime="Sat, 15 Aug 2015 20:25:53 GMT"
,<http://web.archive.org/web/20150816063012/http://line.me/en>;rel="memento"; datetime="Sun, 16 Aug 2015 06:30:12 GMT"
,<http://web.archive.org/web/20150816063013/http://line.me/en/>;rel="memento"; datetime="Sun, 16 Aug 2015 06:30:13 GMT"
,<http://web.archive.org/web/20150816074909/http://line.me/en>;rel="memento"; datetime="Sun, 16 Aug 2015 07:49:09 GMT"
,<http://web.archive.org/web/20150816074910/http://line.me/en/>;rel="memento"; datetime="Sun, 16 Aug 2015 07:49:10 GMT"
,<http://web.archive.org/web/20150816104433/http://line.me/en>;rel="memento"; datetime="Sun, 16 Aug 2015 10:44:33 GMT"
,<http://web.archive.org/web/20150816104434/http://line.me/en/>;rel="memento"; datetime="Sun, 16 Aug 2015 10:44:34 GMT"
,<http://web.archive.org/web/20150816135134/http://line.me/en>;rel="memento"; datetime="Sun, 16 Aug 2015 13:51:34 GMT"
,<http://web.archive.org/web/20150816135135/http://line.me/en/>;rel="memento"; datetime="Sun, 16 Aug 2015 13:51:35 GMT"
,<http://web.archive.org/web/20150816195133/http://line.me/en>;rel="memento"; datetime="Sun, 16 Aug 2015 19:51:33 GMT"
,<http://web.archive.org/web/20150816195135/http://line.me/en/>;rel="memento"; datetime="Sun, 16 Aug 2015 19:51:35 GMT"
,<http://web.archive.org/web/20150816223106/http://line.me/en>;rel="memento"; datetime="Sun, 16 Aug 2015 22:31:06 GMT"
,<http://web.archive.org/web/20150816223107/http://line.me/en/>;rel="memento"; datetime="Sun, 16 Aug 2015 22:31:07 GMT"
,<http://web.archive.org/web/20150817004247/http://line.me/en>;rel="memento"; datetime="Mon, 17 Aug 2015 00:42:47 GMT"
,<http://web.archive.org/web/20150817004248/http://line.me/en/>;rel="memento"; datetime="Mon, 17 Aug 2015 00:42:48 GMT"
,<http://web.archive.org/web/20150817071916/http://line.me/en>;rel="memento"; datetime="Mon, 17 Aug 2015 07:19:16 GMT"
,<http://web.archive.org/web/20150817071917/http://line.me/en/>;rel="memento"; datetime="Mon, 17 Aug 2015 07:19:17 GMT"
,<http://web.archive.org/web/20150817083401/http://line.me/en>;rel="memento"; datetime="Mon, 17 Aug 2015 08:34:01 GMT"
,<http://web.archive.org/web/20150817083402/http://line.me/en/>;rel="memento"; datetime="Mon, 17 Aug 2015 08:34:02 GMT"
,<http://web.archive.org/web/20150817115136/http://line.me/en>;rel="memento"; datetime="Mon, 17 Aug 2015 11:51:36 GMT"
,<http://web.archive.org/web/20150817115138/http://line.me/en/>;rel="memento"; datetime="Mon, 17 Aug 2015 11:51:38 GMT"
,<http://web.archive.org/web/20150817125422/http://line.me/en>;rel="memento"; datetime="Mon, 17 Aug 2015 12:54:22 GMT"
,<http://web.archive.org/web/20150817125423/http://line.me/en/>;rel="memento"; datetime="Mon, 17 Aug 2015 12:54:23 GMT"
,<http://web.archive.org/web/20150817193958/http://line.me/en>;rel="memento"; datetime="Mon, 17 Aug 2015 19:39:58 GMT"
,<http://web.archive.org/web/20150817193959/http://line.me/en/>;rel="memento"; datetime="Mon, 17 Aug 2015 19:39:59 GMT"
,<http://web.archive.org/web/20150818042037/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 04:20:37 GMT"
,<http://web.archive.org/web/20150818042038/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 04:20:38 GMT"
,<http://web.archive.org/web/20150818052322/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 05:23:22 GMT"
,<http://web.archive.org/web/20150818052323/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 05:23:23 GMT"
,<http://web.archive.org/web/20150818083139/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 08:31:39 GMT"
,<http://web.archive.org/web/20150818083140/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 08:31:40 GMT"
,<http://web.archive.org/web/20150818104720/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 10:47:20 GMT"
,<http://web.archive.org/web/20150818104721/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 10:47:21 GMT"
,<http://web.archive.org/web/20150818104741/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 10:47:41 GMT"
,<http://web.archive.org/web/20150818104743/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 10:47:43 GMT"
,<http://web.archive.org/web/20150818150045/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 15:00:45 GMT"
,<http://web.archive.org/web/20150818150047/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 15:00:47 GMT"
,<http://web.archive.org/web/20150818155126/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 15:51:26 GMT"
,<http://web.archive.org/web/20150818155127/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 15:51:27 GMT"
,<http://web.archive.org/web/20150818182641/http://line.me/en>;rel="memento"; datetime="Tue, 18 Aug 2015 18:26:41 GMT"
,<http://web.archive.org/web/20150818182643/http://line.me/en/>;rel="memento"; datetime="Tue, 18 Aug 2015 18:26:43 GMT"
,<http://web.archive.org/web/20150819013036/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 01:30:36 GMT"
,<http://web.archive.org/web/20150819013037/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 01:30:37 GMT"
,<http://web.archive.org/web/20150819043819/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 04:38:19 GMT"
,<http://web.archive.org/web/20150819092210/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 09:22:10 GMT"
,<http://web.archive.org/web/20150819092211/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 09:22:11 GMT"
,<http://web.archive.org/web/20150819123857/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 12:38:57 GMT"
,<http://web.archive.org/web/20150819123858/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 12:38:58 GMT"
,<http://web.archive.org/web/20150819130718/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 13:07:18 GMT"
,<http://web.archive.org/web/20150819130720/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 13:07:20 GMT"
,<http://web.archive.org/web/20150819165107/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 16:51:07 GMT"
,<http://web.archive.org/web/20150819165108/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 16:51:08 GMT"
,<http://web.archive.org/web/20150819195418/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 19:54:18 GMT"
,<http://web.archive.org/web/20150819195420/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 19:54:20 GMT"
,<http://web.archive.org/web/20150819212346/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 21:23:46 GMT"
,<http://web.archive.org/web/20150819215246/http://line.me/en>;rel="memento"; datetime="Wed, 19 Aug 2015 21:52:46 GMT"
,<http://web.archive.org/web/20150819215248/http://line.me/en/>;rel="memento"; datetime="Wed, 19 Aug 2015 21:52:48 GMT"
,<http://web.archive.org/web/20150820015906/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 01:59:06 GMT"
,<http://web.archive.org/web/20150820015909/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 01:59:09 GMT"
,<http://web.archive.org/web/20150820065131/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 06:51:31 GMT"
,<http://web.archive.org/web/20150820065132/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 06:51:32 GMT"
,<http://web.archive.org/web/20150820130536/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 13:05:36 GMT"
,<http://web.archive.org/web/20150820130537/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 13:05:37 GMT"
,<http://web.archive.org/web/20150820144243/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 14:42:43 GMT"
,<http://web.archive.org/web/20150820144244/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 14:42:44 GMT"
,<http://web.archive.org/web/20150820154245/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 15:42:45 GMT"
,<http://web.archive.org/web/20150820154246/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 15:42:46 GMT"
,<http://web.archive.org/web/20150820190441/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 19:04:41 GMT"
,<http://web.archive.org/web/20150820190442/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 19:04:42 GMT"
,<http://web.archive.org/web/20150820220030/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 22:00:30 GMT"
,<http://web.archive.org/web/20150820220031/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 22:00:31 GMT"
,<http://web.archive.org/web/20150820230534/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 23:05:34 GMT"
,<http://web.archive.org/web/20150820230536/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 23:05:36 GMT"
,<http://web.archive.org/web/20150820230655/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 23:06:55 GMT"
,<http://web.archive.org/web/20150820230656/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 23:06:56 GMT"
,<http://web.archive.org/web/20150820234419/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 23:44:19 GMT"
,<http://web.archive.org/web/20150820234420/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 23:44:20 GMT"
,<http://web.archive.org/web/20150820235911/http://line.me/en>;rel="memento"; datetime="Thu, 20 Aug 2015 23:59:11 GMT"
,<http://web.archive.org/web/20150820235912/http://line.me/en/>;rel="memento"; datetime="Thu, 20 Aug 2015 23:59:12 GMT"
,<http://web.archive.org/web/20150821002233/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 00:22:33 GMT"
,<http://web.archive.org/web/20150821002235/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 00:22:35 GMT"
,<http://web.archive.org/web/20150821012136/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 01:21:36 GMT"
,<http://web.archive.org/web/20150821012137/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 01:21:37 GMT"
,<http://web.archive.org/web/20150821015143/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 01:51:43 GMT"
,<http://web.archive.org/web/20150821015147/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 01:51:47 GMT"
,<http://web.archive.org/web/20150821020454/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 02:04:54 GMT"
,<http://web.archive.org/web/20150821020457/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 02:04:57 GMT"
,<http://web.archive.org/web/20150821020955/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 02:09:55 GMT"
,<http://web.archive.org/web/20150821020956/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 02:09:56 GMT"
,<http://web.archive.org/web/20150821022233/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 02:22:33 GMT"
,<http://web.archive.org/web/20150821022234/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 02:22:34 GMT"
,<http://web.archive.org/web/20150821025718/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 02:57:18 GMT"
,<http://web.archive.org/web/20150821025719/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 02:57:19 GMT"
,<http://web.archive.org/web/20150821035735/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 03:57:35 GMT"
,<http://web.archive.org/web/20150821035835/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 03:58:35 GMT"
,<http://web.archive.org/web/20150821042527/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 04:25:27 GMT"
,<http://web.archive.org/web/20150821042654/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 04:26:54 GMT"
,<http://web.archive.org/web/20150821074520/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 07:45:20 GMT"
,<http://web.archive.org/web/20150821074522/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 07:45:22 GMT"
,<http://web.archive.org/web/20150821075158/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 07:51:58 GMT"
,<http://web.archive.org/web/20150821084755/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 08:47:55 GMT"
,<http://web.archive.org/web/20150821084757/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 08:47:57 GMT"
,<http://web.archive.org/web/20150821111823/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 11:18:23 GMT"
,<http://web.archive.org/web/20150821111825/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 11:18:25 GMT"
,<http://web.archive.org/web/20150821114441/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 11:44:41 GMT"
,<http://web.archive.org/web/20150821114444/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 11:44:44 GMT"
,<http://web.archive.org/web/20150821132405/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 13:24:05 GMT"
,<http://web.archive.org/web/20150821132406/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 13:24:06 GMT"
,<http://web.archive.org/web/20150821145404/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 14:54:04 GMT"
,<http://web.archive.org/web/20150821145405/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 14:54:05 GMT"
,<http://web.archive.org/web/20150821161120/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 16:11:20 GMT"
,<http://web.archive.org/web/20150821161121/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 16:11:21 GMT"
,<http://web.archive.org/web/20150821163341/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 16:33:41 GMT"
,<http://web.archive.org/web/20150821163342/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 16:33:42 GMT"
,<http://web.archive.org/web/20150821212721/http://line.me/en>;rel="memento"; datetime="Fri, 21 Aug 2015 21:27:21 GMT"
,<http://web.archive.org/web/20150821212723/http://line.me/en/>;rel="memento"; datetime="Fri, 21 Aug 2015 21:27:23 GMT"
,<http://web.archive.org/web/20150822024320/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 02:43:20 GMT"
,<http://web.archive.org/web/20150822024321/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 02:43:21 GMT"
,<http://web.archive.org/web/20150822044203/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 04:42:03 GMT"
,<http://web.archive.org/web/20150822044204/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 04:42:04 GMT"
,<http://web.archive.org/web/20150822064353/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 06:43:53 GMT"
,<http://web.archive.org/web/20150822064355/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 06:43:55 GMT"
,<http://web.archive.org/web/20150822172432/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 17:24:32 GMT"
,<http://web.archive.org/web/20150822172433/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 17:24:33 GMT"
,<http://web.archive.org/web/20150822182713/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 18:27:13 GMT"
,<http://web.archive.org/web/20150822182714/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 18:27:14 GMT"
,<http://web.archive.org/web/20150822183428/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 18:34:28 GMT"
,<http://web.archive.org/web/20150822183429/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 18:34:29 GMT"
,<http://web.archive.org/web/20150822230451/http://line.me/en>;rel="memento"; datetime="Sat, 22 Aug 2015 23:04:51 GMT"
,<http://web.archive.org/web/20150822230453/http://line.me/en/>;rel="memento"; datetime="Sat, 22 Aug 2015 23:04:53 GMT"
,<http://web.archive.org/web/20150823003956/http://line.me/en>;rel="memento"; datetime="Sun, 23 Aug 2015 00:39:56 GMT"
,<http://web.archive.org/web/20150823003958/http://line.me/en/>;rel="memento"; datetime="Sun, 23 Aug 2015 00:39:58 GMT"
,<http://web.archive.org/web/20150823043508/http://line.me/en>;rel="memento"; datetime="Sun, 23 Aug 2015 04:35:08 GMT"
,<http://web.archive.org/web/20150823043509/http://line.me/en/>;rel="memento"; datetime="Sun, 23 Aug 2015 04:35:09 GMT"
,<http://web.archive.org/web/20150823093425/http://line.me/en>;rel="memento"; datetime="Sun, 23 Aug 2015 09:34:25 GMT"
,<http://web.archive.org/web/20150823093426/http://line.me/en/>;rel="memento"; datetime="Sun, 23 Aug 2015 09:34:26 GMT"
,<http://web.archive.org/web/20150823151258/http://line.me/en>;rel="memento"; datetime="Sun, 23 Aug 2015 15:12:58 GMT"
,<http://web.archive.org/web/20150823151259/http://line.me/en/>;rel="memento"; datetime="Sun, 23 Aug 2015 15:12:59 GMT"
,<http://web.archive.org/web/20150823202752/http://line.me/en>;rel="memento"; datetime="Sun, 23 Aug 2015 20:27:52 GMT"
,<http://web.archive.org/web/20150823202753/http://line.me/en/>;rel="memento"; datetime="Sun, 23 Aug 2015 20:27:53 GMT"
,<http://web.archive.org/web/20150824002919/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 00:29:19 GMT"
,<http://web.archive.org/web/20150824002920/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 00:29:20 GMT"
,<http://web.archive.org/web/20150824042417/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 04:24:17 GMT"
,<http://web.archive.org/web/20150824042418/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 04:24:18 GMT"
,<http://web.archive.org/web/20150824064713/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 06:47:13 GMT"
,<http://web.archive.org/web/20150824064714/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 06:47:14 GMT"
