<https://www.youtube.com/user/tyleroakley>;rel="original"
, <http://wayback.archive-it.org/all/20150215073012/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 15 Feb 2015 02:30:12 GMT"
, <http://wayback.archive-it.org/all/20150216175435/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 16 Feb 2015 12:54:35 GMT"
, <http://wayback.archive-it.org/all/20150216175444/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 16 Feb 2015 12:54:44 GMT"
, <http://wayback.archive-it.org/all/20150218134627/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 18 Feb 2015 08:46:27 GMT"
, <http://wayback.archive-it.org/all/20150218134628/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 18 Feb 2015 08:46:28 GMT"
, <http://wayback.archive-it.org/all/20150220155157/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 20 Feb 2015 10:51:57 GMT"
, <http://web.archive.org/web/20150222133833/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Feb 2015 08:38:33 GMT"
, <http://wayback.archive-it.org/all/20150304204336/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 04 Mar 2015 15:43:36 GMT"
, <http://wayback.archive-it.org/all/20150309135837/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 09 Mar 2015 09:58:37 GMT"
, <http://wayback.archive-it.org/all/20150309155812/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 09 Mar 2015 11:58:12 GMT"
, <http://web.archive.org/web/20150310031121/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 09 Mar 2015 23:11:21 GMT"
, <http://web.archive.org/web/20150310031347/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 09 Mar 2015 23:13:47 GMT"
, <http://web.archive.org/web/20150310142045/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 10 Mar 2015 10:20:45 GMT"
, <http://web.archive.org/web/20150310160227/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 10 Mar 2015 12:02:27 GMT"
, <http://web.archive.org/web/20150311061854/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 11 Mar 2015 02:18:54 GMT"
, <http://web.archive.org/web/20150311062030/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 11 Mar 2015 02:20:30 GMT"
, <http://web.archive.org/web/20150311110207/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 11 Mar 2015 07:02:07 GMT"
, <http://wayback.archive-it.org/all/20150314035719/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 13 Mar 2015 23:57:19 GMT"
, <http://wayback.archive-it.org/all/20150314050833/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 01:08:33 GMT"
, <http://web.archive.org/web/20150314123332/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 08:33:32 GMT"
, <http://web.archive.org/web/20150314204752/http://youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 16:47:52 GMT"
, <http://web.archive.org/web/20150314205936/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 16:59:36 GMT"
, <http://web.archive.org/web/20150314212148/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 17:21:48 GMT"
, <http://web.archive.org/web/20150315004954/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 20:49:54 GMT"
, <http://web.archive.org/web/20150315021540/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Mar 2015 22:15:40 GMT"
, <http://web.archive.org/web/20150315084130/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 15 Mar 2015 04:41:30 GMT"
, <http://web.archive.org/web/20150315144403/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 15 Mar 2015 10:44:03 GMT"
, <http://web.archive.org/web/20150319115921/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 19 Mar 2015 07:59:21 GMT"
, <http://web.archive.org/web/20150319120034/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 19 Mar 2015 08:00:34 GMT"
, <http://wayback.archive-it.org/all/20150319174228/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 19 Mar 2015 13:42:28 GMT"
, <http://wayback.archive-it.org/all/20150319174232/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 19 Mar 2015 13:42:32 GMT"
, <http://web.archive.org/web/20150320015115/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 19 Mar 2015 21:51:15 GMT"
, <http://web.archive.org/web/20150320015225/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 19 Mar 2015 21:52:25 GMT"
, <http://web.archive.org/web/20150320171337/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 20 Mar 2015 13:13:37 GMT"
, <http://web.archive.org/web/20150320171458/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 20 Mar 2015 13:14:58 GMT"
, <http://web.archive.org/web/20150321110553/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 21 Mar 2015 07:05:53 GMT"
, <http://web.archive.org/web/20150321110709/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 21 Mar 2015 07:07:09 GMT"
, <http://web.archive.org/web/20150321154934/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 21 Mar 2015 11:49:34 GMT"
, <http://web.archive.org/web/20150321155048/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 21 Mar 2015 11:50:48 GMT"
, <http://web.archive.org/web/20150322091435/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Mar 2015 05:14:35 GMT"
, <http://web.archive.org/web/20150322170802/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Mar 2015 13:08:02 GMT"
, <http://web.archive.org/web/20150322170948/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Mar 2015 13:09:48 GMT"
, <http://web.archive.org/web/20150322173453/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Mar 2015 13:34:53 GMT"
, <http://web.archive.org/web/20150322173733/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Mar 2015 13:37:33 GMT"
, <http://web.archive.org/web/20150324014344/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 23 Mar 2015 21:43:44 GMT"
, <http://web.archive.org/web/20150324014347/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 23 Mar 2015 21:43:47 GMT"
, <http://web.archive.org/web/20150324023136/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 23 Mar 2015 22:31:36 GMT"
, <http://web.archive.org/web/20150324023423/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 23 Mar 2015 22:34:23 GMT"
, <http://web.archive.org/web/20150325045345/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 25 Mar 2015 00:53:45 GMT"
, <http://web.archive.org/web/20150325045604/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 25 Mar 2015 00:56:04 GMT"
, <http://web.archive.org/web/20150325062353/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 25 Mar 2015 02:23:53 GMT"
, <http://web.archive.org/web/20150325062510/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 25 Mar 2015 02:25:10 GMT"
, <http://wayback.archive-it.org/all/20150325190855/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 25 Mar 2015 15:08:55 GMT"
, <http://wayback.archive-it.org/all/20150325190924/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 25 Mar 2015 15:09:24 GMT"
, <http://web.archive.org/web/20150326062942/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 26 Mar 2015 02:29:42 GMT"
, <http://web.archive.org/web/20150326062944/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 26 Mar 2015 02:29:44 GMT"
, <http://web.archive.org/web/20150326104808/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 26 Mar 2015 06:48:08 GMT"
, <http://web.archive.org/web/20150326104941/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 26 Mar 2015 06:49:41 GMT"
, <http://web.archive.org/web/20150326151255/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 26 Mar 2015 11:12:55 GMT"
, <http://web.archive.org/web/20150326151421/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 26 Mar 2015 11:14:21 GMT"
, <http://web.archive.org/web/20150327083916/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Mar 2015 04:39:16 GMT"
, <http://web.archive.org/web/20150327083917/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Mar 2015 04:39:17 GMT"
, <http://web.archive.org/web/20150327121425/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Mar 2015 08:14:25 GMT"
, <http://web.archive.org/web/20150327121546/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Mar 2015 08:15:46 GMT"
, <http://web.archive.org/web/20150328020831/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Mar 2015 22:08:31 GMT"
, <http://web.archive.org/web/20150328020935/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Mar 2015 22:09:35 GMT"
, <http://web.archive.org/web/20150328104258/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 28 Mar 2015 06:42:58 GMT"
, <http://web.archive.org/web/20150328104259/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 28 Mar 2015 06:42:59 GMT"
, <http://web.archive.org/web/20150328140216/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 28 Mar 2015 10:02:16 GMT"
, <http://web.archive.org/web/20150328140342/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 28 Mar 2015 10:03:42 GMT"
, <http://web.archive.org/web/20150329193030/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 29 Mar 2015 15:30:30 GMT"
, <http://web.archive.org/web/20150330141514/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 30 Mar 2015 10:15:14 GMT"
, <http://web.archive.org/web/20150330141643/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 30 Mar 2015 10:16:43 GMT"
, <http://web.archive.org/web/20150330150552/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 30 Mar 2015 11:05:52 GMT"
, <http://web.archive.org/web/20150330150716/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 30 Mar 2015 11:07:16 GMT"
, <http://web.archive.org/web/20150331092946/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 31 Mar 2015 05:29:46 GMT"
, <http://web.archive.org/web/20150331092947/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 31 Mar 2015 05:29:47 GMT"
, <http://web.archive.org/web/20150401025934/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 31 Mar 2015 22:59:34 GMT"
, <http://web.archive.org/web/20150401030058/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 31 Mar 2015 23:00:58 GMT"
, <http://web.archive.org/web/20150401032221/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 31 Mar 2015 23:22:21 GMT"
, <http://web.archive.org/web/20150401032327/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 31 Mar 2015 23:23:27 GMT"
, <http://web.archive.org/web/20150403052041/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 03 Apr 2015 01:20:41 GMT"
, <http://web.archive.org/web/20150403052200/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 03 Apr 2015 01:22:00 GMT"
, <http://web.archive.org/web/20150403124219/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 03 Apr 2015 08:42:19 GMT"
, <http://web.archive.org/web/20150403124220/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 03 Apr 2015 08:42:20 GMT"
, <http://web.archive.org/web/20150404061130/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 04 Apr 2015 02:11:30 GMT"
, <http://web.archive.org/web/20150404061349/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 04 Apr 2015 02:13:49 GMT"
, <http://web.archive.org/web/20150404155912/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 04 Apr 2015 11:59:12 GMT"
, <http://web.archive.org/web/20150404155913/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 04 Apr 2015 11:59:13 GMT"
, <http://wayback.archive-it.org/all/20150404204130/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 04 Apr 2015 16:41:30 GMT"
, <http://web.archive.org/web/20150405061522/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Apr 2015 02:15:22 GMT"
, <http://web.archive.org/web/20150405061655/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Apr 2015 02:16:55 GMT"
, <http://wayback.archive-it.org/all/20150405145830/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Apr 2015 10:58:30 GMT"
, <http://wayback.archive-it.org/all/20150405145835/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Apr 2015 10:58:35 GMT"
, <http://web.archive.org/web/20150405224612/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Apr 2015 18:46:12 GMT"
, <http://web.archive.org/web/20150405224613/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Apr 2015 18:46:13 GMT"
, <http://web.archive.org/web/20150406091540/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 06 Apr 2015 05:15:40 GMT"
, <http://web.archive.org/web/20150406091653/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 06 Apr 2015 05:16:53 GMT"
, <http://web.archive.org/web/20150406215703/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 06 Apr 2015 17:57:03 GMT"
, <http://web.archive.org/web/20150406215704/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 06 Apr 2015 17:57:04 GMT"
, <http://web.archive.org/web/20150407122547/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 07 Apr 2015 08:25:47 GMT"
, <http://web.archive.org/web/20150407122703/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 07 Apr 2015 08:27:03 GMT"
, <http://web.archive.org/web/20150407234026/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 07 Apr 2015 19:40:26 GMT"
, <http://web.archive.org/web/20150407234027/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 07 Apr 2015 19:40:27 GMT"
, <http://web.archive.org/web/20150408085326/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 08 Apr 2015 04:53:26 GMT"
, <http://web.archive.org/web/20150408085448/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 08 Apr 2015 04:54:48 GMT"
, <http://web.archive.org/web/20150408165315/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 08 Apr 2015 12:53:15 GMT"
, <http://web.archive.org/web/20150408165316/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 08 Apr 2015 12:53:16 GMT"
, <http://web.archive.org/web/20150409201730/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 09 Apr 2015 16:17:30 GMT"
, <http://web.archive.org/web/20150409201910/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 09 Apr 2015 16:19:10 GMT"
, <http://web.archive.org/web/20150410053536/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 10 Apr 2015 01:35:36 GMT"
, <http://web.archive.org/web/20150410053537/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 10 Apr 2015 01:35:37 GMT"
, <http://wayback.archive-it.org/all/20150410071832/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 10 Apr 2015 03:18:32 GMT"
, <http://wayback.archive-it.org/all/20150410071836/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 10 Apr 2015 03:18:36 GMT"
, <http://web.archive.org/web/20150411063250/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 11 Apr 2015 02:32:50 GMT"
, <http://web.archive.org/web/20150411063251/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 11 Apr 2015 02:32:51 GMT"
, <http://web.archive.org/web/20150411212613/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 11 Apr 2015 17:26:13 GMT"
, <http://web.archive.org/web/20150411212738/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 11 Apr 2015 17:27:38 GMT"
, <http://web.archive.org/web/20150411230332/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 11 Apr 2015 19:03:32 GMT"
, <http://web.archive.org/web/20150411230333/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 11 Apr 2015 19:03:33 GMT"
, <http://web.archive.org/web/20150413011426/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 12 Apr 2015 21:14:26 GMT"
, <http://web.archive.org/web/20150413011427/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 12 Apr 2015 21:14:27 GMT"
, <http://web.archive.org/web/20150414072212/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 14 Apr 2015 03:22:12 GMT"
, <http://web.archive.org/web/20150414072330/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 14 Apr 2015 03:23:30 GMT"
, <http://web.archive.org/web/20150414081728/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 14 Apr 2015 04:17:28 GMT"
, <http://web.archive.org/web/20150414081730/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 14 Apr 2015 04:17:30 GMT"
, <http://web.archive.org/web/20150415061633/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 15 Apr 2015 02:16:33 GMT"
, <http://web.archive.org/web/20150415061759/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 15 Apr 2015 02:17:59 GMT"
, <http://web.archive.org/web/20150415111126/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 15 Apr 2015 07:11:26 GMT"
, <http://web.archive.org/web/20150415111127/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 15 Apr 2015 07:11:27 GMT"
, <http://wayback.archive-it.org/all/20150416150520/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 16 Apr 2015 11:05:20 GMT"
, <http://wayback.archive-it.org/all/20150416150535/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 16 Apr 2015 11:05:35 GMT"
, <http://web.archive.org/web/20150417005520/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 16 Apr 2015 20:55:20 GMT"
, <http://web.archive.org/web/20150417005521/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 16 Apr 2015 20:55:21 GMT"
, <http://web.archive.org/web/20150418041142/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 18 Apr 2015 00:11:42 GMT"
, <http://web.archive.org/web/20150418041143/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 18 Apr 2015 00:11:43 GMT"
, <http://web.archive.org/web/20150420094216/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 20 Apr 2015 05:42:16 GMT"
, <http://web.archive.org/web/20150420094217/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 20 Apr 2015 05:42:17 GMT"
, <http://web.archive.org/web/20150421024513/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 20 Apr 2015 22:45:13 GMT"
, <http://web.archive.org/web/20150421024628/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 20 Apr 2015 22:46:28 GMT"
, <http://web.archive.org/web/20150421074528/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 21 Apr 2015 03:45:28 GMT"
, <http://web.archive.org/web/20150421074814/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 21 Apr 2015 03:48:14 GMT"
, <http://wayback.archive-it.org/all/20150421232642/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 21 Apr 2015 19:26:42 GMT"
, <http://wayback.archive-it.org/all/20150421233251/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 21 Apr 2015 19:32:51 GMT"
, <http://wayback.archive-it.org/all/20150421235052/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 21 Apr 2015 19:50:52 GMT"
, <http://wayback.archive-it.org/all/20150421235053/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 21 Apr 2015 19:50:53 GMT"
, <http://web.archive.org/web/20150423141821/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 23 Apr 2015 10:18:21 GMT"
, <http://web.archive.org/web/20150423141927/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 23 Apr 2015 10:19:27 GMT"
, <http://web.archive.org/web/20150424072324/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 24 Apr 2015 03:23:24 GMT"
, <http://web.archive.org/web/20150424072431/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 24 Apr 2015 03:24:31 GMT"
, <http://web.archive.org/web/20150424081049/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 24 Apr 2015 04:10:49 GMT"
, <http://web.archive.org/web/20150424091124/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 24 Apr 2015 05:11:24 GMT"
, <http://web.archive.org/web/20150424101633/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 24 Apr 2015 06:16:33 GMT"
, <http://web.archive.org/web/20150424102021/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 24 Apr 2015 06:20:21 GMT"
, <http://web.archive.org/web/20150425105432/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 25 Apr 2015 06:54:32 GMT"
, <http://web.archive.org/web/20150425105538/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 25 Apr 2015 06:55:38 GMT"
, <http://web.archive.org/web/20150425130941/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 25 Apr 2015 09:09:41 GMT"
, <http://web.archive.org/web/20150425165255/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 25 Apr 2015 12:52:55 GMT"
, <http://web.archive.org/web/20150426032549/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 25 Apr 2015 23:25:49 GMT"
, <http://web.archive.org/web/20150426032550/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 25 Apr 2015 23:25:50 GMT"
, <http://wayback.archive-it.org/all/20150508053344/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 08 May 2015 01:33:44 GMT"
, <http://wayback.archive-it.org/all/20150508053345/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 08 May 2015 01:33:45 GMT"
, <http://wayback.archive-it.org/all/20150509050053/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 09 May 2015 01:00:53 GMT"
, <http://wayback.archive-it.org/all/20150509050054/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 09 May 2015 01:00:54 GMT"
, <http://wayback.archive-it.org/all/20150510042128/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 10 May 2015 00:21:28 GMT"
, <http://wayback.archive-it.org/all/20150510042129/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 10 May 2015 00:21:29 GMT"
, <http://wayback.archive-it.org/all/20150511044723/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 11 May 2015 00:47:23 GMT"
, <http://wayback.archive-it.org/all/20150511044724/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 11 May 2015 00:47:24 GMT"
, <http://wayback.archive-it.org/all/20150512055917/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 12 May 2015 01:59:17 GMT"
, <http://web.archive.org/web/20150512124815/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 12 May 2015 08:48:15 GMT"
, <http://wayback.archive-it.org/all/20150513042105/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 13 May 2015 00:21:05 GMT"
, <http://web.archive.org/web/20150520230128/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 20 May 2015 19:01:28 GMT"
, <http://web.archive.org/web/20150523144131/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 23 May 2015 10:41:31 GMT"
, <http://web.archive.org/web/20150528084957/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 28 May 2015 04:49:57 GMT"
, <http://web.archive.org/web/20150528084958/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 28 May 2015 04:49:58 GMT"
, <http://web.archive.org/web/20150531163419/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 31 May 2015 12:34:19 GMT"
, <http://web.archive.org/web/20150531163519/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 31 May 2015 12:35:19 GMT"
, <http://web.archive.org/web/20150602153757/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 02 Jun 2015 11:37:57 GMT"
, <http://web.archive.org/web/20150602153758/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 02 Jun 2015 11:37:58 GMT"
, <http://web.archive.org/web/20150603132823/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 03 Jun 2015 09:28:23 GMT"
, <http://web.archive.org/web/20150603132824/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 03 Jun 2015 09:28:24 GMT"
, <http://web.archive.org/web/20150603231101/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 03 Jun 2015 19:11:01 GMT"
, <http://web.archive.org/web/20150603231102/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 03 Jun 2015 19:11:02 GMT"
, <http://web.archive.org/web/20150605004829/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 04 Jun 2015 20:48:29 GMT"
